Frase,Tipo,Cantidad,Moneda,Categoria,Cuenta,Accion,TipoCambio,CantidadConvertida,TipoReporte,PeriodoPreset,PeriodoFrom,PeriodoTo,CategoriasFiltro,CuentasFiltro,MontoMin,MontoMax,TextoFiltro,Mensaje
Ingrese 550 de ingreso por gig de musica en vivo en checking,ingreso,550.0,USD,other_income,checking,add_income,1.0,550.0,,,,,,,,,,
Me pagaron 2800 por diseno de logotipo corporativo en General,ingreso,2800.0,USD,other_income,General,add_income,1.0,2800.0,,,,,,,,,,
Recibi 3400 de royalties de patente en Savings,ingreso,3400.0,USD,other_income,Savings,add_income,1.0,3400.0,,,,,,,,,,
Me cayo bono de fin de ano de 2200 en checking,ingreso,2200.0,USD,salary,checking,add_income,1.0,2200.0,,,,,,,,,,
Registra 110 de ingreso por reventa de boletos en General,ingreso,110.0,USD,other_income,General,add_income,1.0,110.0,,,,,,,,,,
Me entro 9000 COP de clases de danza con cambio 0.00025,ingreso,9000.0,USD,other_income,Savings,add_income,0.00025,2.25,,,,,,,,,,
Cobre 760 de servicios de traduccion tecnica en checking,ingreso,760.0,USD,other_income,checking,add_income,1.0,760.0,,,,,,,,,,
Me depositaron 1900 de ingresos de Airbnb en General,ingreso,1900.0,USD,other_income,General,add_income,1.0,1900.0,,,,,,,,,,
Me llegaron 435 de venta de fotografias de stock en Savings,ingreso,435.0,USD,other_income,Savings,add_income,1.0,435.0,,,,,,,,,,
Ingrese 6500 de liquidacion laboral en checking,ingreso,6500.0,USD,salary,checking,add_income,1.0,6500.0,,,,,,,,,,
Me transfirieron 295 por servicios de electricidad en General,ingreso,295.0,USD,other_income,General,add_income,1.0,295.0,,,,,,,,,,
Me acreditaron 1100 EUR de conferencia internacional con rate 1.1,ingreso,1100.0,USD,other_income,Savings,add_income,1.1,1210.0,,,,,,,,,,
Recibi 3600 de venta de criptomonedas en checking,ingreso,3600.0,USD,other_income,checking,add_income,1.0,3600.0,,,,,,,,,,
Me cayo pago de 680 por edicion de video en General,ingreso,680.0,USD,other_income,General,add_income,1.0,680.0,,,,,,,,,,
Cobre 2500 de proyecto de automatizacion en Savings,ingreso,2500.0,USD,other_income,Savings,add_income,1.0,2500.0,,,,,,,,,,
Me depositaron 420 de ingreso por app movil en checking,ingreso,420.0,USD,other_income,checking,add_income,1.0,420.0,,,,,,,,,,
Registra 4200 MXN de contrato freelance con cambio 0.052,ingreso,4200.0,USD,other_income,General,add_income,0.052,218.4,,,,,,,,,,
Me llegaron 1750 de beca de investigacion en Savings,ingreso,1750.0,USD,salary,Savings,add_income,1.0,1750.0,,,,,,,,,,
Ingrese 290 de venta de plantas medicinales en checking,ingreso,290.0,USD,other_income,checking,add_income,1.0,290.0,,,,,,,,,,
Me entro 5100 de honorarios de perito judicial en General,ingreso,5100.0,USD,other_income,General,add_income,1.0,5100.0,,,,,,,,,,
Me acreditaron 640 BRL de trabajo de carpinteria con rate 0.19,ingreso,640.0,USD,other_income,Savings,add_income,0.19,121.6,,,,,,,,,,
Recibi 390 de ingresos de cursos online en checking,ingreso,390.0,USD,other_income,checking,add_income,1.0,390.0,,,,,,,,,,
Me cayo beca mensual de 1200 en General de la universidad,ingreso,1200.0,USD,salary,General,add_income,1.0,1200.0,,,,,,,,,,
Pague 2600 de cuota de carro desde General,gasto,2600.0,USD,transport,General,add_expense,1.0,2600.0,,,,,,,,,,
Gaste 95 en vitaminas y suplementos desde Savings,gasto,95.0,USD,health,Savings,add_expense,1.0,95.0,,,,,,,,,,
Desembolse 430 en clases de ingles desde checking,gasto,430.0,USD,other,checking,add_expense,1.0,430.0,,,,,,,,,,
Registra 560 de gasto en mantenimiento de AC desde tarjeta,gasto,560.0,USD,housing,,add_expense,1.0,560.0,,,,,,,,,,
Pague 180 de cuota de asociacion profesional en General,gasto,180.0,USD,other,General,add_expense,1.0,180.0,,,,,,,,,,
Gaste 3200 COP en pasajes aereos con cambio 0.00025,gasto,3200.0,USD,transport,Savings,add_expense,0.00025,0.8,,,,,,,,,,
Desembolse 75 en papel y toner de impresora desde checking,gasto,75.0,USD,other,checking,add_expense,1.0,75.0,,,,,,,,,,
Registra 345 de gasto en veterinario desde General,gasto,345.0,USD,health,General,add_expense,1.0,345.0,,,,,,,,,,
Pague 1200 de deducible de seguro de carro en Savings,gasto,1200.0,USD,transport,Savings,add_expense,1.0,1200.0,,,,,,,,,,
Gaste 2900 BRL en salon de bodas con cambio 0.19,gasto,2900.0,USD,entertainment,,add_expense,0.19,551.0,,,,,,,,,,
Desembolse 48 en parking mensual desde checking,gasto,48.0,USD,transport,checking,add_expense,1.0,48.0,,,,,,,,,,
Registra 290 de gasto en alimentos para mascotas desde tarjeta,gasto,290.0,USD,food,,add_expense,1.0,290.0,,,,,,,,,,
Pague 720 de factura de gas bimestral en General,gasto,720.0,USD,utilities,General,add_expense,1.0,720.0,,,,,,,,,,
Gaste 150 en auriculares bluetooth desde Savings,gasto,150.0,USD,other,Savings,add_expense,1.0,150.0,,,,,,,,,,
Desembolse 1100 en renovacion de pasaporte desde checking,gasto,1100.0,USD,other,checking,add_expense,1.0,1100.0,,,,,,,,,,
Registra 22 de gasto en periodico mensual desde tarjeta,gasto,22.0,USD,other,,add_expense,1.0,22.0,,,,,,,,,,
Pague 950 CAD de matricula de postgrado con rate 0.74,gasto,950.0,USD,other,General,add_expense,0.74,703.0,,,,,,,,,,
Gaste 175 en herramientas de plomeria desde General,gasto,175.0,USD,housing,General,add_expense,1.0,175.0,,,,,,,,,,
Desembolse 55 en cargos bancarios desde Savings,gasto,55.0,USD,other,Savings,add_expense,1.0,55.0,,,,,,,,,,
Registra 385 de gasto en guarderia para nino desde checking,gasto,385.0,USD,other,checking,add_expense,1.0,385.0,,,,,,,,,,
Pague 620 de pintura de fachada en General,gasto,620.0,USD,housing,General,add_expense,1.0,620.0,,,,,,,,,,
Gaste 44 en boletos de cine desde tarjeta,gasto,44.0,USD,entertainment,,add_expense,1.0,44.0,,,,,,,,,,
Desembolse 1800 ARS en tour de naturaleza con cambio 0.001,gasto,1800.0,USD,entertainment,Savings,add_expense,0.001,1.8,,,,,,,,,,
Registra 138 de gasto en libros de cocina desde General,gasto,138.0,USD,other,General,add_expense,1.0,138.0,,,,,,,,,,
Pague 490 de servicio de streaming de musica en Savings,gasto,490.0,USD,entertainment,Savings,add_expense,1.0,490.0,,,,,,,,,,
Gaste 2300 en colchon ortopedico desde checking,gasto,2300.0,USD,housing,checking,add_expense,1.0,2300.0,,,,,,,,,,
Desembolse 67 en flores para regalo desde tarjeta,gasto,67.0,USD,other,,add_expense,1.0,67.0,,,,,,,,,,
Registra 980 de gasto en lentes graduados desde General,gasto,980.0,USD,health,General,add_expense,1.0,980.0,,,,,,,,,,
Pague 290 de curso de cocina gourmet en Savings,gasto,290.0,USD,other,Savings,add_expense,1.0,290.0,,,,,,,,,,
Gaste 5500 MXN en tour Cancun con cambio 0.05,gasto,5500.0,USD,entertainment,checking,add_expense,0.05,275.0,,,,,,,,,,
Desembolse 430 en camara de seguridad desde General,gasto,430.0,USD,housing,General,add_expense,1.0,430.0,,,,,,,,,,
Registra 112 de gasto en regalo de aniversario desde Savings,gasto,112.0,USD,other,Savings,add_expense,1.0,112.0,,,,,,,,,,
Pague 1500 de servicio de catering para evento en checking,gasto,1500.0,USD,entertainment,checking,add_expense,1.0,1500.0,,,,,,,,,,
Gaste 38 en bateria para control remoto desde tarjeta,gasto,38.0,USD,other,,add_expense,1.0,38.0,,,,,,,,,,
Desembolse 860 en equipo de camping desde General,gasto,860.0,USD,other,General,add_expense,1.0,860.0,,,,,,,,,,
Registra 230 de gasto en seminario de negocios desde Savings,gasto,230.0,USD,other,Savings,add_expense,1.0,230.0,,,,,,,,,,
Pague 2100 GBP de pasaje aereo internacional con rate 1.27,gasto,2100.0,USD,transport,,add_expense,1.27,2667.0,,,,,,,,,,
Gaste 185 en material de manualidades desde checking,gasto,185.0,USD,other,checking,add_expense,1.0,185.0,,,,,,,,,,
Desembolse 450 en servicio de fumigacion desde General,gasto,450.0,USD,housing,General,add_expense,1.0,450.0,,,,,,,,,,
Registra 95 de gasto en suscripcion de revistas desde tarjeta,gasto,95.0,USD,other,,add_expense,1.0,95.0,,,,,,,,,,
Mis gastos de transporte en Savings del 2026-01-01 al 2026-03-31,,,USD,transport,Savings,report,,,expenses,custom,2026-01-01,2026-03-31,transport,Savings,,,,
Ingresos de salary mayores a 3000 este mes,,,USD,salary,,report,,,incomes,this_month,,,salary,,3000.0,,,
Resumen de todos los movimientos el mes pasado,,,USD,,,report,,,summary,last_month,,,,,,,,
Balance de General del 2026-05-01 al 2026-07-31,,,USD,,General,report,,,balance,custom,2026-05-01,2026-07-31,,General,,,,
Gastos de food en checking menores a 100 los ultimos 3 meses,,,USD,food,checking,report,,,expenses,last_3_months,,,food,checking,,100.0,,
Ver ingresos con texto comision de los ultimos 3 meses,,,USD,,,report,,,incomes,last_3_months,,,,,,,comision,
Cashflow de Savings de este ano,,,USD,,Savings,report,,,cashflow,this_year,,,,Savings,,,,
Gastos de entertainment mayores a 50 el mes pasado,,,USD,entertainment,,report,,,expenses,last_month,,,entertainment,,50.0,,,
Balance del 2026-07-01 al 2026-09-30,,,USD,,,report,,,balance,custom,2026-07-01,2026-09-30,,,,,,
Ver ingresos en checking de este ano,,,USD,,checking,report,,,incomes,this_year,,,,checking,,,,
Resumen del 2026-01-01 al 2026-06-30 para General,,,USD,,General,report,,,summary,custom,2026-01-01,2026-06-30,,General,,,,
Gastos de housing entre 200 y 1000 este ano,,,USD,housing,,report,,,expenses,this_year,,,housing,,200.0,1000.0,,
Cashflow del mes pasado para checking,,,USD,,checking,report,,,cashflow,last_month,,,,checking,,,,
Ingresos de other_income en Savings del 2026-01-01 al 2026-12-31,,,USD,other_income,Savings,report,,,incomes,custom,2026-01-01,2026-12-31,other_income,Savings,,,,
Gastos con texto supermercado de este mes,,,USD,,,report,,,expenses,this_month,,,,,,,supermercado,
Reporte de balance de checking los ultimos 3 meses,,,USD,,checking,report,,,balance,last_3_months,,,,checking,,,,
Ingresos mayores a 500 en General este mes,,,USD,,General,report,,,incomes,this_month,,,,General,500.0,,,
Gastos de health en Savings entre el 2026-02-01 y 2026-04-30,,,USD,health,Savings,report,,,expenses,custom,2026-02-01,2026-04-30,health,Savings,,,,
Cashflow de este mes,,,USD,,,report,,,cashflow,this_month,,,,,,,,
Ver todos los gastos de utilities este ano,,,USD,utilities,,report,,,expenses,this_year,,,utilities,,,,,
Analiza mis gastos de entertainment del 2026-01-01 al 2026-06-30,,,USD,entertainment,,data_analysis,,,,custom,2026-01-01,2026-06-30,entertainment,,,,,
Muestra mi mayor ingreso este mes en General,,,USD,,General,data_analysis,,,,this_month,,,,General,,,,
Como evolucionaron mis gastos de housing el mes pasado,,,USD,housing,,data_analysis,,,,last_month,,,housing,,,,,
Analiza gastos de health mayores a 100 los ultimos 3 meses,,,USD,health,,data_analysis,,,,last_3_months,,,health,,100.0,,,
En que gastei mas entre el 2026-01-01 y 2026-03-31,,,USD,,,data_analysis,,,,custom,2026-01-01,2026-03-31,,,,,,
Analiza ingresos con texto bono de este ano,,,USD,,,data_analysis,,,,this_year,,,,,,,bono,
Comparacion de gastos de checking vs Savings este mes,,,USD,,,data_analysis,,,,this_month,,,,,,,,
Cuanto acumule en ingresos de salary este ano en General,,,USD,salary,General,data_analysis,,,,this_year,,,salary,General,,,,
Analiza gastos de food entre 20 y 150 el mes pasado,,,USD,food,,data_analysis,,,,last_month,,,food,,20.0,150.0,,
Revisa si mis gastos de utilities aumentaron este ano,,,USD,utilities,,data_analysis,,,,this_year,,,utilities,,,,,
Analiza toda mi actividad financiera de los ultimos 3 meses,,,USD,,,data_analysis,,,,last_3_months,,,,,,,,
Cuales son mis 5 mayores gastos de este ano,,,USD,,,data_analysis,,,,this_year,,,,,,,,
Que receta de pasta me recomendas,,,USD,,,none,,,,,,,,,,,,"No tengo recetas de cocina. Soy MIRA, tu asistente de finanzas personales."
Conectame con el soporte tecnico de mi banco,,,USD,,,none,,,,,,,,,,,,"No puedo conectarte con terceros. Soy MIRA, asistente de finanzas personales."
Cuantos dias faltan para navidad,,,USD,,,none,,,,,,,,,,,,No tengo esa informacion. Puedo ayudarte a registrar y analizar tus finanzas.
Cual es la mejor universidad de latinoamerica,,,USD,,,none,,,,,,,,,,,,"Eso esta fuera de mi dominio. Soy MIRA, tu asistente financiero personal."
Puedes traducir este texto al ingles,,,USD,,,none,,,,,,,,,,,,No traduzco textos. Mi especialidad es el registro de ingresos y gastos.
Quien gano las elecciones,,,USD,,,none,,,,,,,,,,,,"No tengo acceso a noticias. Soy MIRA, un asistente de finanzas personales."
Dame una lista de reproduccion de musica,,,USD,,,none,,,,,,,,,,,,"No tengo esa funcion. Soy MIRA, tu asistente de finanzas personales."
Muéstrame el horoscopo de hoy,,,USD,,,none,,,,,,,,,,,,No tengo esa informacion. Puedo ayudarte con el seguimiento de tus finanzas.
Add 2100 handmade jewelry sale income to General,ingreso,2100.0,USD,other_income,General,add_income,1.0,2100.0,,,,,,,,,,
Received 980 for music lessons in Savings,ingreso,980.0,USD,other_income,Savings,add_income,1.0,980.0,,,,,,,,,,
Register 1450 partial pension withdrawal in checking,ingreso,1450.0,USD,salary,checking,add_income,1.0,1450.0,,,,,,,,,,
Got 360 for appliance repair services in General,ingreso,360.0,USD,other_income,General,add_income,1.0,360.0,,,,,,,,,,
Add 5800 MXN maintenance contract income with rate 0.053,ingreso,5800.0,USD,other_income,Savings,add_income,0.053,307.4,,,,,,,,,,
Record 250 photography services income in checking,ingreso,250.0,USD,other_income,checking,add_income,1.0,250.0,,,,,,,,,,
Collected 3200 accounting fees in General,ingreso,3200.0,USD,other_income,General,add_income,1.0,3200.0,,,,,,,,,,
Got 175 online sales commissions in Savings,ingreso,175.0,USD,other_income,Savings,add_income,1.0,175.0,,,,,,,,,,
Add 4400 CAD engineering project with rate 0.74,ingreso,4400.0,USD,other_income,checking,add_income,0.74,3256.0,,,,,,,,,,
Received 620 math tutoring income to General,ingreso,620.0,USD,other_income,General,add_income,1.0,620.0,,,,,,,,,,
Got monthly salary of 4800 in Savings from my employer,ingreso,4800.0,USD,salary,Savings,add_income,1.0,4800.0,,,,,,,,,,
Received 310 GBP craft export income with rate 1.27,ingreso,310.0,USD,other_income,checking,add_income,1.27,393.7,,,,,,,,,,
Got 1650 insurance commission in General,ingreso,1650.0,USD,other_income,General,add_income,1.0,1650.0,,,,,,,,,,
Received 88 business travel reimbursement in Savings,ingreso,88.0,USD,other_income,Savings,add_income,1.0,88.0,,,,,,,,,,
Add 2600 ARS novel advance with rate 0.001,ingreso,2600.0,USD,other_income,checking,add_income,0.001,2.6,,,,,,,,,,
Register 420 sewing workshop income in General,ingreso,420.0,USD,other_income,General,add_income,1.0,420.0,,,,,,,,,,
Got 1300 BRL plumbing services with rate 0.19,ingreso,1300.0,USD,other_income,Savings,add_income,0.19,247.0,,,,,,,,,,
Add 550 live music gig income in checking,ingreso,550.0,USD,other_income,checking,add_income,1.0,550.0,,,,,,,,,,
Received 2800 for corporate logo design in General,ingreso,2800.0,USD,other_income,General,add_income,1.0,2800.0,,,,,,,,,,
Got 3400 patent royalties in Savings,ingreso,3400.0,USD,other_income,Savings,add_income,1.0,3400.0,,,,,,,,,,
Received year-end bonus of 2200 in checking,ingreso,2200.0,USD,salary,checking,add_income,1.0,2200.0,,,,,,,,,,
Add 110 ticket resale income to General,ingreso,110.0,USD,other_income,General,add_income,1.0,110.0,,,,,,,,,,
Got 9000 COP dance classes income with rate 0.00025,ingreso,9000.0,USD,other_income,Savings,add_income,0.00025,2.25,,,,,,,,,,
Received 760 for technical translation in checking,ingreso,760.0,USD,other_income,checking,add_income,1.0,760.0,,,,,,,,,,
Add 1900 Airbnb rental income to General,ingreso,1900.0,USD,other_income,General,add_income,1.0,1900.0,,,,,,,,,,
Got 435 stock photo sales in Savings,ingreso,435.0,USD,other_income,Savings,add_income,1.0,435.0,,,,,,,,,,
Register 6500 severance payment in checking,ingreso,6500.0,USD,salary,checking,add_income,1.0,6500.0,,,,,,,,,,
Received 295 electrical repair services income in General,ingreso,295.0,USD,other_income,General,add_income,1.0,295.0,,,,,,,,,,
Got 1100 EUR international conference payment with rate 1.1,ingreso,1100.0,USD,other_income,Savings,add_income,1.1,1210.0,,,,,,,,,,
Add 3600 cryptocurrency sale income to checking,ingreso,3600.0,USD,other_income,checking,add_income,1.0,3600.0,,,,,,,,,,
Received 680 video editing payment in General,ingreso,680.0,USD,other_income,General,add_income,1.0,680.0,,,,,,,,,,
Got 2500 for automation project in Savings,ingreso,2500.0,USD,other_income,Savings,add_income,1.0,2500.0,,,,,,,,,,
Add 420 mobile app income to checking,ingreso,420.0,USD,other_income,checking,add_income,1.0,420.0,,,,,,,,,,
Received 4200 MXN freelance contract with rate 0.052,ingreso,4200.0,USD,other_income,General,add_income,0.052,218.4,,,,,,,,,,
Got 1750 research grant in Savings,ingreso,1750.0,USD,salary,Savings,add_income,1.0,1750.0,,,,,,,,,,
Add 290 medicinal plant sales to checking,ingreso,290.0,USD,other_income,checking,add_income,1.0,290.0,,,,,,,,,,
Received 5100 judicial expert fees in General,ingreso,5100.0,USD,other_income,General,add_income,1.0,5100.0,,,,,,,,,,
Got 640 BRL carpentry work with rate 0.19,ingreso,640.0,USD,other_income,Savings,add_income,0.19,121.6,,,,,,,,,,
Add 390 online course revenue to checking,ingreso,390.0,USD,other_income,checking,add_income,1.0,390.0,,,,,,,,,,
Received monthly scholarship of 1200 in General,ingreso,1200.0,USD,salary,General,add_income,1.0,1200.0,,,,,,,,,,
Paid 2600 car loan installment from General,gasto,2600.0,USD,transport,General,add_expense,1.0,2600.0,,,,,,,,,,
Spent 95 on vitamins and supplements from Savings,gasto,95.0,USD,health,Savings,add_expense,1.0,95.0,,,,,,,,,,
Paid 430 for English course in checking,gasto,430.0,USD,other,checking,add_expense,1.0,430.0,,,,,,,,,,
Add 560 AC maintenance expense from card,gasto,560.0,USD,housing,,add_expense,1.0,560.0,,,,,,,,,,
Paid 180 professional association fee from General,gasto,180.0,USD,other,General,add_expense,1.0,180.0,,,,,,,,,,
Spent 3200 COP on airfare with rate 0.00025,gasto,3200.0,USD,transport,Savings,add_expense,0.00025,0.8,,,,,,,,,,
Paid 75 for printer paper and toner from checking,gasto,75.0,USD,other,checking,add_expense,1.0,75.0,,,,,,,,,,
Add 345 vet bill expense from General,gasto,345.0,USD,health,General,add_expense,1.0,345.0,,,,,,,,,,
Paid 1200 car insurance deductible from Savings,gasto,1200.0,USD,transport,Savings,add_expense,1.0,1200.0,,,,,,,,,,
Spent 2900 BRL on wedding venue with rate 0.19,gasto,2900.0,USD,entertainment,,add_expense,0.19,551.0,,,,,,,,,,
Paid 48 monthly parking fee from checking,gasto,48.0,USD,transport,checking,add_expense,1.0,48.0,,,,,,,,,,
Add 290 pet food expense from card,gasto,290.0,USD,food,,add_expense,1.0,290.0,,,,,,,,,,
Paid 720 bimonthly gas bill from General,gasto,720.0,USD,utilities,General,add_expense,1.0,720.0,,,,,,,,,,
Spent 150 on Bluetooth headphones from Savings,gasto,150.0,USD,other,Savings,add_expense,1.0,150.0,,,,,,,,,,
Paid 1100 for passport renewal from checking,gasto,1100.0,USD,other,checking,add_expense,1.0,1100.0,,,,,,,,,,
Add 22 monthly newspaper subscription from card,gasto,22.0,USD,other,,add_expense,1.0,22.0,,,,,,,,,,
Paid 950 CAD graduate tuition with rate 0.74,gasto,950.0,USD,other,General,add_expense,0.74,703.0,,,,,,,,,,
Spent 175 on plumbing tools from General,gasto,175.0,USD,housing,General,add_expense,1.0,175.0,,,,,,,,,,
Paid 55 in bank service charges from Savings,gasto,55.0,USD,other,Savings,add_expense,1.0,55.0,,,,,,,,,,
Add 385 daycare expense from checking,gasto,385.0,USD,other,checking,add_expense,1.0,385.0,,,,,,,,,,
Paid 620 for exterior painting from General,gasto,620.0,USD,housing,General,add_expense,1.0,620.0,,,,,,,,,,
Spent 44 on movie tickets from card,gasto,44.0,USD,entertainment,,add_expense,1.0,44.0,,,,,,,,,,
Paid 1800 ARS nature tour with rate 0.001,gasto,1800.0,USD,entertainment,Savings,add_expense,0.001,1.8,,,,,,,,,,
Add 138 cookbooks expense from General,gasto,138.0,USD,other,General,add_expense,1.0,138.0,,,,,,,,,,
Paid 490 music streaming annual subscription from Savings,gasto,490.0,USD,entertainment,Savings,add_expense,1.0,490.0,,,,,,,,,,
Spent 2300 on orthopedic mattress from checking,gasto,2300.0,USD,housing,checking,add_expense,1.0,2300.0,,,,,,,,,,
Add 67 gift flowers expense from card,gasto,67.0,USD,other,,add_expense,1.0,67.0,,,,,,,,,,
Paid 980 for prescription glasses from General,gasto,980.0,USD,health,General,add_expense,1.0,980.0,,,,,,,,,,
Spent 290 on gourmet cooking class from Savings,gasto,290.0,USD,other,Savings,add_expense,1.0,290.0,,,,,,,,,,
Paid 5500 MXN Cancun trip with rate 0.05,gasto,5500.0,USD,entertainment,checking,add_expense,0.05,275.0,,,,,,,,,,
Add 430 security camera expense from General,gasto,430.0,USD,housing,General,add_expense,1.0,430.0,,,,,,,,,,
Paid 112 anniversary gift from Savings,gasto,112.0,USD,other,Savings,add_expense,1.0,112.0,,,,,,,,,,
Add 1500 event catering expense from checking,gasto,1500.0,USD,entertainment,checking,add_expense,1.0,1500.0,,,,,,,,,,
Spent 38 on remote control battery from card,gasto,38.0,USD,other,,add_expense,1.0,38.0,,,,,,,,,,
Paid 860 for camping gear from General,gasto,860.0,USD,other,General,add_expense,1.0,860.0,,,,,,,,,,
Add 230 business seminar expense from Savings,gasto,230.0,USD,other,Savings,add_expense,1.0,230.0,,,,,,,,,,
Paid 2100 GBP international flight with rate 1.27,gasto,2100.0,USD,transport,,add_expense,1.27,2667.0,,,,,,,,,,
Spent 185 on craft supplies from checking,gasto,185.0,USD,other,checking,add_expense,1.0,185.0,,,,,,,,,,
Paid 450 pest control service from General,gasto,450.0,USD,housing,General,add_expense,1.0,450.0,,,,,,,,,,
Add 95 magazine subscription expense from card,gasto,95.0,USD,other,,add_expense,1.0,95.0,,,,,,,,,,
My transport expenses in Savings from 2026-01-01 to 2026-03-31,,,USD,transport,Savings,report,,,expenses,custom,2026-01-01,2026-03-31,transport,Savings,,,,
Salary incomes over 3000 this month,,,USD,salary,,report,,,incomes,this_month,,,salary,,3000.0,,,
Summary of all transactions last month,,,USD,,,report,,,summary,last_month,,,,,,,,
Balance for General from 2026-05-01 to 2026-07-31,,,USD,,General,report,,,balance,custom,2026-05-01,2026-07-31,,General,,,,
Food expenses in checking under 100 last 3 months,,,USD,food,checking,report,,,expenses,last_3_months,,,food,checking,,100.0,,
Show incomes with text commission last 3 months,,,USD,,,report,,,incomes,last_3_months,,,,,,,commission,
Cashflow for Savings this year,,,USD,,Savings,report,,,cashflow,this_year,,,,Savings,,,,
Entertainment expenses over 50 last month,,,USD,entertainment,,report,,,expenses,last_month,,,entertainment,,50.0,,,
Balance from 2026-07-01 to 2026-09-30,,,USD,,,report,,,balance,custom,2026-07-01,2026-09-30,,,,,,
Show incomes in checking this year,,,USD,,checking,report,,,incomes,this_year,,,,checking,,,,
Summary from 2026-01-01 to 2026-06-30 for General,,,USD,,General,report,,,summary,custom,2026-01-01,2026-06-30,,General,,,,
Housing expenses between 200 and 1000 this year,,,USD,housing,,report,,,expenses,this_year,,,housing,,200.0,1000.0,,
Cashflow for checking last month,,,USD,,checking,report,,,cashflow,last_month,,,,checking,,,,
Other income in Savings from 2026-01-01 to 2026-12-31,,,USD,other_income,Savings,report,,,incomes,custom,2026-01-01,2026-12-31,other_income,Savings,,,,
Expenses with text supermarket this month,,,USD,,,report,,,expenses,this_month,,,,,,,supermarket,
Balance report for checking last 3 months,,,USD,,checking,report,,,balance,last_3_months,,,,checking,,,,
Incomes over 500 in General this month,,,USD,,General,report,,,incomes,this_month,,,,General,500.0,,,
Health expenses in Savings from 2026-02-01 to 2026-04-30,,,USD,health,Savings,report,,,expenses,custom,2026-02-01,2026-04-30,health,Savings,,,,
Cashflow this month,,,USD,,,report,,,cashflow,this_month,,,,,,,,
Show all utilities expenses this year,,,USD,utilities,,report,,,expenses,this_year,,,utilities,,,,,
Analyze my entertainment expenses from 2026-01-01 to 2026-06-30,,,USD,entertainment,,data_analysis,,,,custom,2026-01-01,2026-06-30,entertainment,,,,,
Show my highest income this month in General,,,USD,,General,data_analysis,,,,this_month,,,,General,,,,
How did my housing expenses evolve last month,,,USD,housing,,data_analysis,,,,last_month,,,housing,,,,,
Analyze health expenses over 100 last 3 months,,,USD,health,,data_analysis,,,,last_3_months,,,health,,100.0,,,
Where did I spend most from 2026-01-01 to 2026-03-31,,,USD,,,data_analysis,,,,custom,2026-01-01,2026-03-31,,,,,,
Analyze incomes with text bonus this year,,,USD,,,data_analysis,,,,this_year,,,,,,,bonus,
Comparison of checking vs Savings expenses this month,,,USD,,,data_analysis,,,,this_month,,,,,,,,
How much salary income did I accumulate this year in General,,,USD,salary,General,data_analysis,,,,this_year,,,salary,General,,,,
Analyze food expenses between 20 and 150 last month,,,USD,food,,data_analysis,,,,last_month,,,food,,20.0,150.0,,
Check if my utilities expenses increased this year,,,USD,utilities,,data_analysis,,,,this_year,,,utilities,,,,,
Analyze all my financial activity last 3 months,,,USD,,,data_analysis,,,,last_3_months,,,,,,,,
What are my top 5 expenses this year,,,USD,,,data_analysis,,,,this_year,,,,,,,,
What pasta recipe do you recommend,,,USD,,,none,,,,,,,,,,,,"I don't have cooking recipes. I am MIRA, your personal finance assistant."
Connect me with my bank's tech support,,,USD,,,none,,,,,,,,,,,,"I cannot connect you to third parties. I am MIRA, a personal finance assistant."
How many days until Christmas,,,USD,,,none,,,,,,,,,,,,I don't have that information. I can help you record and analyze your finances.
Which is the best university in Latin America,,,USD,,,none,,,,,,,,,,,,"That's outside my domain. I am MIRA, your personal finance assistant."
Can you translate this text to Spanish,,,USD,,,none,,,,,,,,,,,,I don't translate text. My specialty is income and expense recording.
Who won the election,,,USD,,,none,,,,,,,,,,,,"I don't have access to news. I am MIRA, a personal finance assistant."
Give me a music playlist,,,USD,,,none,,,,,,,,,,,,"I don't have that functionality. I am MIRA, your personal finance assistant."
Show me today's horoscope,,,USD,,,none,,,,,,,,,,,,I don't have that information. I can help you track your finances.
Registra ingreso de 1800 por venta de vehiculo usado en General,ingreso,1800.0,USD,other_income,General,add_income,1.0,1800.0,,,,,,,,,,
Me depositaron 2400 de prestacion de desempleo en Savings,ingreso,2400.0,USD,salary,Savings,add_income,1.0,2400.0,,,,,,,,,,
Recibi 560 por servicios de DJ para evento en checking,ingreso,560.0,USD,other_income,checking,add_income,1.0,560.0,,,,,,,,,,
Me cayo pago de 3500 por subcontrato de obra en General,ingreso,3500.0,USD,other_income,General,add_income,1.0,3500.0,,,,,,,,,,
Ingrese 7200 MXN de venta de moto con cambio 0.05,ingreso,7200.0,USD,other_income,Savings,add_income,0.05,360.0,,,,,,,,,,
Me acreditaron 410 de ingreso por alquiler de bodega en checking,ingreso,410.0,USD,other_income,checking,add_income,1.0,410.0,,,,,,,,,,
Cobre 880 de honorarios por arbitraje legal en General,ingreso,880.0,USD,other_income,General,add_income,1.0,880.0,,,,,,,,,,
Me llegaron 1550 de indemnizacion por accidente en Savings,ingreso,1550.0,USD,other_income,Savings,add_income,1.0,1550.0,,,,,,,,,,
Registra 3800 COP de venta de artesania con cambio 0.00025,ingreso,3800.0,USD,other_income,checking,add_income,0.00025,0.95,,,,,,,,,,
Recibi 930 por redaccion de propuesta de proyecto en General,ingreso,930.0,USD,other_income,General,add_income,1.0,930.0,,,,,,,,,,
